tiempo (s);Potencia (W)
304,6;31,63371
304,61;31,565497
304,62;31,451376
304,63;31,307714
304,64;31,162555
304,65;31,025828
304,66;30,891797
304,67;30,762061
304,68;30,649569
304,69;30,560755
304,7;30,479062
304,71;30,37075
304,72;30,204978
304,73;29,961452
304,74;29,616351
304,75;29,128994
304,76;28,463331
304,77;27,620803
304,78;26,617873
304,79;25,428523
304,8;23,976909
304,81;22,177626
304,82;19,975846
304,83;17,371528
304,84;14,459948
304,85;11,508955
304,86;0
304,87;0
304,88;0
304,89;0
304,9;0
304,91;0
304,92;0
304,93;0
304,94;0
304,95;0
304,96;0
304,97;0
304,98;0
304,99;0
305;0
305,01;0
305,02;0
305,03;0
305,04;0
305,05;0
305,06;0
305,07;0
305,08;0
305,09;0
305,1;0
305,11;0
305,12;0
305,13;0
305,14;0
305,15;0
305,16;0
305,17;0
305,18;0
305,19;0
305,2;0
305,21;0
305,22;0
305,23;0
305,24;0
305,25;0
305,26;0
305,27;0
305,28;0
305,29;0
305,3;0
305,31;0
305,32;0
305,33;0
305,34;0
305,35;0
305,36;0
305,37;0
305,38;0
305,39;0
305,4;0
305,41;0
305,42;0
305,43;0
305,44;0
305,45;0
305,46;0
305,47;0
305,48;0
305,49;0
305,5;0
305,51;0
305,52;0
305,53;0
305,54;0
305,55;0
305,56;0
305,57;0
305,58;0
305,59;0
305,6;0
305,61;0
305,62;0
305,63;0
305,64;0
305,65;0
305,66;0
305,67;0
305,68;0
305,69;0
305,7;0
305,71;0
305,72;0
305,73;0
305,74;0
305,75;0
305,76;0
305,77;0
305,78;0
305,79;0
305,8;0
305,81;0
305,82;0
305,83;0
305,84;0
305,85;0
305,86;0
305,87;0
305,88;0
305,89;0
305,9;0
305,91;0
305,92;0
305,93;0
305,94;0
305,95;0
305,96;0
305,97;0
305,98;0
305,99;0
306;0
306,01;0
306,02;0
306,03;0
306,04;0
306,05;0
306,06;0
306,07;0
306,08;0
306,09;0
306,1;0
306,11;0
306,12;0
306,13;0
306,14;0
306,15;0
306,16;0
306,17;0
306,18;0
306,19;0
306,2;0
306,21;0
306,22;0
306,23;0
306,24;0
306,25;0
306,26;0
306,27;0
306,28;0
306,29;0
306,3;0
306,31;0
306,32;0
306,33;0
306,34;0
306,35;0
306,36;0
306,37;0
306,38;0
306,39;0
306,4;0
306,41;0
306,42;0
306,43;0
306,44;0
306,45;0
306,46;0
306,47;0
306,48;0
306,49;0
306,5;0
306,51;0
306,52;0
306,53;0
306,54;0
306,55;0
306,56;0
306,57;0
306,58;0
306,59;0
306,6;0
306,61;0
306,62;0
306,63;0
306,64;0
306,65;0
306,66;0
306,67;0
306,68;0
306,69;0
306,7;0
306,71;0
306,72;0
306,73;0
306,74;0
306,75;0
306,76;0
306,77;0
306,78;0
306,79;0
306,8;0
306,81;0
306,82;0
306,83;0
306,84;0
306,85;0
306,86;0
306,87;0
306,88;0
306,89;0
306,9;0
306,91;0
306,92;0
306,93;0
306,94;0
306,95;0
306,96;0
306,97;0
306,98;0
306,99;0
307;0
307,01;0
307,02;0
307,03;0
307,04;0
307,05;0
307,06;0
307,07;0
307,08;0
307,09;0
307,1;0
307,11;0
307,12;0
307,13;0
307,14;0
307,15;0
307,16;0
307,17;0
307,18;0
307,19;0
307,2;0
307,21;0
307,22;0
307,23;0
307,24;0
307,25;0
307,26;0
307,27;0
307,28;0
307,29;0
307,3;0
307,31;0
307,32;0
307,33;0
307,34;0
307,35;0
307,36;0
307,37;0
307,38;0
307,39;0
307,4;0
307,41;0
307,42;0
307,43;0
307,44;0
307,45;0
307,46;0
307,47;0
307,48;0
307,49;0
307,5;0
307,51;0
307,52;0
307,53;0
307,54;0
307,55;0
307,56;0
307,57;0
307,58;0
307,59;0
307,6;0
307,61;0
307,62;0
307,63;0
307,64;0
307,65;0
307,66;0
307,67;0
307,68;0
307,69;0
307,7;0
307,71;0
307,72;0
307,73;0
307,74;0
307,75;0
307,76;0
307,77;0
307,78;0
307,79;0
307,8;0
307,81;0
307,82;0
307,83;0
307,84;0
307,85;0
307,86;0
307,87;0
307,88;0
307,89;0
307,9;0
307,91;0
307,92;0
307,93;0
307,94;0
307,95;0
307,96;0
307,97;0
307,98;0
307,99;0
308;0
308,01;0
308,02;0
308,03;0
308,04;0
308,05;0
308,06;0
308,07;0
308,08;0
308,09;0
308,1;0
308,11;0
308,12;0
308,13;0
308,14;0
308,15;0
308,16;0
308,17;0
308,18;0
308,19;0
308,2;0
308,21;0
308,22;0
308,23;0
308,24;0
308,25;0
308,26;0
308,27;0
308,28;0
308,29;0
308,3;0
308,31;0
308,32;0
308,33;0
308,34;0
308,35;0
308,36;0
308,37;0
308,38;0
308,39;0
308,4;0
308,41;0
308,42;0
308,43;0
308,44;0
308,45;0
308,46;0
308,47;0
308,48;0
308,49;0
308,5;0
308,51;0
308,52;0
308,53;0
308,54;0
308,55;0
308,56;0
308,57;0
308,58;0
308,59;0
308,6;0
308,61;0
308,62;0
308,63;0
308,64;0
308,65;0
308,66;0
308,67;0
308,68;0
308,69;0
308,7;0
308,71;0
308,72;0
308,73;0
308,74;0
308,75;0
308,76;0
308,77;0
308,78;0
308,79;0
308,8;0
308,81;0
308,82;0
308,83;0
308,84;0
308,85;0
308,86;0
308,87;0
308,88;0
308,89;0
308,9;0
308,91;0
308,92;0
308,93;0
308,94;0
308,95;0
308,96;0
308,97;0
308,98;0
308,99;0
309;0
309,01;0
309,02;0
309,03;0
309,04;0
309,05;0
309,06;0
309,07;0
309,08;0
309,09;0
309,1;0
309,11;0
309,12;0
309,13;0
309,14;0
309,15;0
309,16;0
309,17;0
309,18;0
309,19;0
309,2;0
309,21;0
309,22;0
309,23;0
309,24;0
309,25;0
309,26;0
309,27;0
309,28;0
309,29;0
309,3;0
309,31;0
309,32;0
309,33;0
309,34;0
309,35;0
309,36;0
309,37;0
309,38;0
309,39;0
309,4;0
309,41;0
309,42;0
309,43;0
309,44;0
309,45;0
309,46;0
309,47;0
309,48;0
309,49;0
309,5;0
309,51;0
309,52;0
309,53;0
309,54;0
309,55;0
309,56;0
309,57;0
309,58;0
309,59;0
309,6;0
309,61;0
309,62;0
309,63;0
309,64;0
309,65;0
309,66;0
309,67;0
309,68;0
309,69;0
309,7;0
309,71;0
309,72;0
309,73;0
309,74;0
309,75;0
309,76;0
309,77;0
309,78;0
309,79;0
309,8;0
309,81;0
309,82;0
309,83;0
309,84;0
309,85;0
309,86;0
309,87;0
309,88;0
309,89;0
309,9;0
309,91;0
309,92;0
309,93;0
309,94;0
309,95;0
309,96;0
309,97;0
309,98;0
309,99;0
310;0
310,01;0
310,02;0
310,03;0
310,04;0
310,05;0
310,06;0
310,07;0
310,08;0
310,09;0
310,1;0
310,11;0
310,12;0
310,13;0
310,14;0
310,15;0
310,16;0
310,17;0
310,18;0
310,19;0
310,2;0
310,21;0
310,22;0
310,23;0
310,24;0
310,25;0
310,26;0
310,27;0
310,28;0
310,29;0
310,3;0
310,31;0
310,32;0
310,33;0
310,34;0
310,35;0
310,36;0
310,37;0
310,38;0
310,39;0
310,4;0
310,41;0
310,42;0
310,43;0
310,44;0
310,45;0
310,46;0
310,47;0
310,48;0
310,49;0
310,5;0
310,51;0
310,52;0
310,53;0
310,54;0
310,55;0
310,56;0
310,57;0
310,58;0
310,59;0
310,6;0
310,61;0
310,62;0
310,63;0
310,64;0
310,65;0
310,66;0
310,67;0
310,68;0
310,69;0
310,7;0
310,71;0
310,72;0
310,73;0
310,74;0
310,75;0
310,76;0
310,77;0
310,78;0
310,79;0
310,8;0
310,81;0
310,82;0
310,83;0
310,84;0
310,85;0
310,86;0
310,87;0
310,88;0
310,89;0
310,9;0
310,91;0
310,92;0
310,93;0
310,94;0
310,95;0
310,96;0
310,97;0
310,98;0
310,99;0
311;0
311,01;0
311,02;0
311,03;0
311,04;0
311,05;0
311,06;0
311,07;0
311,08;0
311,09;0
311,1;0
311,11;0
311,12;0
311,13;0
311,14;0
311,15;0
311,16;0
311,17;0
311,18;0
311,19;0
311,2;0
311,21;0
311,22;0
311,23;0
311,24;0
311,25;0
311,26;0
311,27;0
311,28;0
311,29;0
311,3;0
311,31;0
311,32;0
311,33;0
311,34;0
311,35;0
311,36;0
311,37;0
311,38;0
311,39;0
311,4;0
311,41;0
311,42;0
311,43;0
311,44;0
311,45;0
311,46;0
311,47;0
311,48;0
311,49;0
311,5;0
311,51;0
311,52;0
311,53;0
311,54;0
311,55;0
311,56;0
311,57;0
311,58;0
311,59;0
311,6;0
311,61;0
311,62;0
311,63;0
311,64;0
311,65;0
311,66;0
311,67;0
311,68;0
311,69;0
311,7;0
311,71;0
311,72;0
311,73;0
311,74;0
311,75;0
311,76;0
311,77;0
311,78;0
311,79;0
311,8;0
311,81;0
311,82;0
311,83;0
311,84;0
311,85;0
311,86;0
311,87;0
311,88;0
311,89;0
311,9;0
311,91;0
311,92;0
311,93;0
311,94;0
311,95;0
311,96;0
311,97;0
311,98;0
311,99;0
312;0
312,01;0
312,02;0
312,03;0
312,04;0
312,05;0
312,06;0
312,07;0
312,08;0
312,09;0
312,1;0
312,11;0
312,12;0
312,13;0
312,14;0
312,15;0
312,16;0
312,17;0
312,18;0
312,19;0
312,2;0
312,21;0
312,22;0
312,23;0
312,24;0
312,25;0
312,26;0
312,27;0
312,28;0
312,29;0
312,3;0
312,31;0
312,32;0
312,33;0
312,34;0
312,35;0
312,36;0
312,37;0
312,38;0
312,39;0
312,4;0
312,41;0
312,42;0
312,43;0
312,44;0
312,45;0
312,46;0
312,47;0
312,48;0
312,49;0
312,5;0
312,51;0
312,52;0
312,53;0
312,54;0
312,55;0
312,56;0
312,57;0
312,58;0
312,59;0
312,6;0
312,61;0
312,62;0
312,63;0
312,64;0
312,65;0
312,66;0
312,67;0
312,68;0
312,69;0
312,7;0
312,71;0
312,72;0
312,73;0
312,74;0
312,75;0
312,76;0
312,77;0
312,78;0
312,79;0
312,8;0
312,81;0
312,82;0
312,83;0
312,84;0
312,85;0
312,86;0
312,87;0
312,88;0
312,89;0
312,9;0
312,91;0
312,92;0
312,93;0
312,94;0
312,95;0
312,96;0
312,97;0
312,98;0
312,99;0
313;0
313,01;0
313,02;0
313,03;0
313,04;0
313,05;0
313,06;0
313,07;0
313,08;0
313,09;0
313,1;0
313,11;0
313,12;0
313,13;0
313,14;0
313,15;0
313,16;0
313,17;0
313,18;0
313,19;0
313,2;0
313,21;0
313,22;0
313,23;0
313,24;0
313,25;0
313,26;0
313,27;0
313,28;0
313,29;0
313,3;0
313,31;0
313,32;0
313,33;0
313,34;0
313,35;0
313,36;0
313,37;0
313,38;0
313,39;0
313,4;0
313,41;0
313,42;0
313,43;0
313,44;0
313,45;0
313,46;0
313,47;0
313,48;0
313,49;0
313,5;0
313,51;0
313,52;0
313,53;0
313,54;0
313,55;0
313,56;0
313,57;0
313,58;0
313,59;0
313,6;0
313,61;0
313,62;0
313,63;0
313,64;0
313,65;0
313,66;0
313,67;0
313,68;0
313,69;0
313,7;0
313,71;0
313,72;0
313,73;0
313,74;0
313,75;0
313,76;0
313,77;0
313,78;0
313,79;0
313,8;0
313,81;0
313,82;0
313,83;0
313,84;0
313,85;0
313,86;0
313,87;0
313,88;0
313,89;0
313,9;0
313,91;0
313,92;0
313,93;0
313,94;0
313,95;0
313,96;0
313,97;0
313,98;0
313,99;0
314;0
314,01;0
314,02;0
314,03;0
314,04;0
314,05;0
314,06;0
314,07;0
314,08;0
314,09;0
314,1;0
314,11;0
314,12;0
314,13;0
314,14;0
314,15;0
314,16;0
314,17;0
314,18;0
314,19;0
314,2;0
314,21;0
314,22;0
314,23;0
314,24;0
314,25;0
314,26;0
314,27;0
314,28;0
314,29;0
314,3;0
314,31;0
314,32;0
314,33;0
314,34;0
314,35;0
314,36;0
314,37;0
314,38;0
314,39;0
314,4;0
314,41;0
314,42;0
314,43;0
314,44;0
314,45;0
314,46;0
314,47;0
314,48;0
314,49;0
314,5;0
314,51;0
314,52;0
314,53;0
314,54;0
314,55;0
314,56;0
314,57;0
314,58;0
314,59;0
314,6;0
314,61;0
314,62;0
314,63;0
314,64;0
314,65;0
314,66;0
314,67;0
314,68;0
314,69;0
314,7;0
314,71;0
314,72;0
314,73;0
314,74;0
314,75;0
314,76;0
314,77;0
314,78;0
314,79;0
314,8;0
314,81;0
314,82;0
314,83;0
314,84;0
314,85;0
314,86;0
314,87;0
314,88;0
314,89;0
314,9;0
314,91;0
314,92;0
314,93;0
314,94;0
314,95;0
314,96;0
314,97;0
314,98;0
314,99;0
315;0
315,01;0
315,02;0
315,03;0
315,04;0
315,05;0
315,06;0
315,07;0
315,08;0
315,09;0
315,1;0
315,11;0
315,12;0
315,13;0
315,14;0
315,15;0
315,16;0
315,17;0
315,18;0
315,19;0
315,2;0
315,21;0
315,22;0
315,23;0
315,24;0
315,25;0
315,26;0
315,27;0
315,28;0
315,29;0
315,3;0
315,31;0
315,32;0
315,33;0
315,34;0
315,35;0
315,36;0
315,37;0
315,38;0
315,39;0
315,4;0
315,41;0
315,42;0
315,43;0
315,44;0
315,45;0
315,46;0
315,47;0
315,48;0
315,49;0
315,5;0
315,51;0
315,52;0
315,53;0
315,54;0
315,55;0
315,56;0
315,57;0
315,58;0
315,59;0
315,6;0
315,61;0
315,62;0
315,63;0
315,64;0
315,65;0
315,66;0
315,67;0
315,68;0
315,69;0
315,7;0
315,71;0
315,72;0
315,73;0
315,74;0
315,75;0
315,76;0
315,77;0
315,78;0
315,79;0
315,8;0
315,81;0
315,82;0
315,83;0
315,84;0
315,85;0
315,86;0
315,87;0
315,88;0
315,89;0
315,9;0
315,91;0
315,92;0
315,93;0
315,94;0
315,95;0
315,96;0
315,97;0
315,98;0
315,99;0
316;0
316,01;0
316,02;0
316,03;0
316,04;0
316,05;0
316,06;0
316,07;0
316,08;0
316,09;0
316,1;0
316,11;0
316,12;0
316,13;0
316,14;0
316,15;0
316,16;0
316,17;0
316,18;0
316,19;0
316,2;0
316,21;0
316,22;0
316,23;0
316,24;0
316,25;0
316,26;0
316,27;0
316,28;0
316,29;0
316,3;0
316,31;0
316,32;0
316,33;0
316,34;0
316,35;0
316,36;0
316,37;0
316,38;0
316,39;0
316,4;0
316,41;0
316,42;0
316,43;0
316,44;0
316,45;0
316,46;0
316,47;0
316,48;0
316,49;0
316,5;0
316,51;0
316,52;0
316,53;0
316,54;0
316,55;0
316,56;0
316,57;0
316,58;0
316,59;0
316,6;0
316,61;0
316,62;0
316,63;0
316,64;0
316,65;0
316,66;0
316,67;0
316,68;0
316,69;0
316,7;0
316,71;0
316,72;0
316,73;0
316,74;0
316,75;0
316,76;0
316,77;0
316,78;0
316,79;0
316,8;0
316,81;0
316,82;0
316,83;0
316,84;0
316,85;0
316,86;0
316,87;0
316,88;0
316,89;0
316,9;0
316,91;0
316,92;0
316,93;0
316,94;0
316,95;0
316,96;0
316,97;0
316,98;0
316,99;0
317;0
317,01;0
317,02;0
317,03;0
317,04;0
317,05;0
317,06;0
317,07;0
317,08;0
317,09;0
317,1;0
317,11;0
317,12;0
317,13;0
317,14;0
317,15;0
317,16;0
317,17;0
317,18;0
317,19;0
317,2;0
317,21;0
317,22;0
317,23;0
317,24;0
317,25;0
317,26;0
317,27;0
317,28;0
317,29;0
317,3;0
317,31;0
317,32;0
317,33;0
317,34;0
317,35;0
317,36;0
317,37;0
317,38;0
317,39;0
317,4;0
317,41;0
317,42;0
317,43;0
317,44;0
317,45;0
317,46;0
317,47;0
317,48;0
317,49;0
317,5;0
317,51;0
317,52;0
317,53;0
317,54;0
317,55;0
317,56;0
317,57;0
317,58;0
317,59;0
317,6;0
317,61;0
317,62;0
317,63;0
317,64;0
317,65;0
317,66;0
317,67;0
317,68;0
317,69;0
317,7;0
317,71;0
317,72;0
317,73;0
317,74;0
317,75;0
317,76;0
317,77;0
317,78;0
317,79;0
317,8;0
317,81;0
317,82;0
317,83;0
317,84;0
317,85;0
317,86;0
317,87;0
317,88;0
317,89;0
317,9;0
317,91;0
317,92;0
317,93;0
317,94;0
317,95;0
317,96;0
317,97;0
317,98;0
317,99;0
318;0
318,01;0
318,02;0
318,03;0
318,04;0
318,05;0
318,06;0
318,07;0
318,08;0
318,09;0
318,1;0
318,11;0
318,12;0
318,13;0
318,14;0
318,15;0
318,16;0
318,17;0
318,18;0
318,19;0
318,2;0
318,21;0
318,22;0
318,23;0
318,24;0
318,25;0
318,26;0
318,27;0
318,28;0
318,29;0
318,3;0
318,31;0
318,32;0
318,33;0
318,34;0
318,35;0
318,36;0
318,37;0
318,38;0
318,39;0
318,4;0
318,41;0
318,42;0
318,43;0
318,44;0
318,45;0
318,46;0
318,47;0
318,48;0
318,49;0
318,5;0
318,51;0
318,52;0
318,53;0
318,54;0
318,55;0
318,56;0
318,57;0
318,58;0
318,59;0
318,6;0
318,61;0
318,62;0
318,63;0
318,64;0
318,65;0
318,66;0
318,67;0
318,68;0
318,69;0
318,7;0
318,71;0
318,72;0
318,73;0
318,74;0
318,75;0
318,76;0
318,77;0
318,78;0
318,79;0
318,8;0
318,81;0
318,82;0
318,83;0
318,84;0
318,85;0
318,86;0
318,87;0
318,88;0
318,89;0
318,9;0
318,91;0
318,92;0
318,93;0
318,94;0
318,95;0
318,96;0
318,97;0
318,98;0
318,99;0
319;0
319,01;0
319,02;0
319,03;0
319,04;0
319,05;0
319,06;0
319,07;0
319,08;0
319,09;0
319,1;0
319,11;0
319,12;0
319,13;0
319,14;0
319,15;0
319,16;0
319,17;0
319,18;0
319,19;0
319,2;0
319,21;0
319,22;0
319,23;0
319,24;0
319,25;0
319,26;0
319,27;0
319,28;0
319,29;0
319,3;0
319,31;0
319,32;0
319,33;0
319,34;0
319,35;0
319,36;0
319,37;0
319,38;0
319,39;0
319,4;0
319,41;0
319,42;0
319,43;0
319,44;0
319,45;0
319,46;0
319,47;0
319,48;0
319,49;0
319,5;0
319,51;0
319,52;0
319,53;0
319,54;0
319,55;0
319,56;0
319,57;0
319,58;0
319,59;0
319,6;0
319,61;0
319,62;0
319,63;0
319,64;0
319,65;0
319,66;0
319,67;0
319,68;0
319,69;0
319,7;0
319,71;0
319,72;0
319,73;0
319,74;0
319,75;0
319,76;0
319,77;0
319,78;0
319,79;0
319,8;0
319,81;0
319,82;0
319,83;0
319,84;0
319,85;0
319,86;0
319,87;0
319,88;0
319,89;0
319,9;0
319,91;0
319,92;0
319,93;0
319,94;0
319,95;0
319,96;0
319,97;0
319,98;0
319,99;0
320;0
320,01;0
320,02;0
320,03;0
320,04;0
320,05;0
320,06;0
320,07;0
320,08;0
320,09;0
320,1;0
320,11;0
320,12;0
320,13;0
320,14;0
320,15;0
320,16;0
320,17;0
320,18;0
320,19;0
320,2;0
320,21;0
320,22;0
320,23;0
320,24;0
320,25;0
320,26;0
320,27;0
320,28;0
320,29;0
320,3;0
320,31;0
320,32;0
320,33;0
320,34;0
320,35;0
320,36;0
320,37;0
320,38;0
320,39;0
320,4;0
320,41;0
320,42;0
320,43;0
320,44;0
320,45;0
320,46;0
320,47;0
320,48;0
320,49;0
320,5;0
320,51;0
320,52;0
320,53;0
320,54;0
320,55;0
320,56;0
320,57;0
320,58;0
320,59;0
320,6;0
320,61;0
320,62;0
320,63;0
320,64;0
320,65;0
320,66;0
320,67;0
320,68;0
320,69;0
320,7;0
320,71;0
320,72;0
320,73;0
320,74;0
320,75;0
320,76;0
320,77;0
320,78;0
320,79;0
320,8;0
320,81;0
320,82;0
320,83;0
320,84;0
320,85;0
320,86;0
320,87;0
320,88;0
320,89;0
320,9;0
320,91;0
320,92;0
320,93;0
320,94;0
320,95;0
320,96;0
320,97;0
320,98;0
320,99;0
321;0
321,01;0
321,02;0
321,03;0
321,04;0
321,05;0
321,06;0
321,07;0
321,08;0
321,09;0
321,1;0
321,11;0
321,12;0
321,13;0
321,14;0
321,15;0
321,16;0
321,17;0
321,18;0
321,19;0
321,2;0
321,21;0
321,22;0
321,23;0
321,24;0
321,25;0
321,26;0
321,27;0
321,28;0
321,29;0
321,3;0
321,31;0
321,32;0
321,33;0
321,34;0
321,35;0
321,36;0
321,37;0
321,38;0
321,39;0
321,4;0
321,41;0
321,42;0
321,43;0
321,44;0
321,45;0
321,46;0
321,47;0
321,48;0
321,49;0
321,5;0
321,51;0
321,52;0
321,53;0
321,54;0
321,55;0
321,56;0
321,57;0
321,58;0
321,59;0
321,6;0
321,61;0
321,62;0
321,63;0
321,64;0
321,65;0
321,66;0
321,67;0
321,68;0
321,69;0
321,7;0
321,71;0
321,72;0
321,73;0
321,74;0
321,75;0
321,76;0
321,77;0
321,78;0
321,79;0
321,8;0
321,81;0
321,82;0
321,83;0
321,84;0
321,85;0
321,86;0
321,87;0
321,88;0
321,89;0
321,9;0
321,91;0
321,92;0
321,93;0
321,94;0
321,95;0
321,96;0
321,97;0
321,98;0
321,99;0
322;0
322,01;0
322,02;0
322,03;0
322,04;0
322,05;0
322,06;0
322,07;0
322,08;0
322,09;0
322,1;0
322,11;0
322,12;0
322,13;0
322,14;0
322,15;0
322,16;0
322,17;0
322,18;0
322,19;0
322,2;0
322,21;0
322,22;0
322,23;0
322,24;0
322,25;0
322,26;0
322,27;0
322,28;0
322,29;0
322,3;0
322,31;0
322,32;0
322,33;0
322,34;0
322,35;0
322,36;0
322,37;0
322,38;0
322,39;0
322,4;0
322,41;0
322,42;0
322,43;0
322,44;0
322,45;0
322,46;0
322,47;0
322,48;0
322,49;0
322,5;0
322,51;0
322,52;0
322,53;0
322,54;0
322,55;0
322,56;0
322,57;0
322,58;0
322,59;0
322,6;0
322,61;0
322,62;0
322,63;0
322,64;0
322,65;0
322,66;0
322,67;0
322,68;0
322,69;0
322,7;0
322,71;0
322,72;0
322,73;0
322,74;0
322,75;0
322,76;0
322,77;0
322,78;0
322,79;0
322,8;0
322,81;0
322,82;0
322,83;0
322,84;0
322,85;0
322,86;0
322,87;0
322,88;0
322,89;0
322,9;0
322,91;0
322,92;0
322,93;0
322,94;0
322,95;0
322,96;0
322,97;0
322,98;0
322,99;0
323;0
323,01;0
323,02;0
323,03;0
323,04;0
323,05;0
323,06;0
323,07;0
323,08;0
323,09;0
323,1;0
323,11;0
323,12;0
323,13;0
323,14;0
323,15;0
323,16;0
323,17;0
323,18;0
323,19;0
323,2;0
323,21;0
323,22;0
323,23;0
323,24;0
323,25;0
323,26;0
323,27;0
323,28;0
323,29;0
323,3;0
323,31;0
323,32;0
323,33;0
323,34;0
323,35;0
323,36;0
323,37;0
323,38;0
323,39;0
323,4;0
323,41;0
323,42;0
323,43;0
323,44;0
323,45;0
323,46;0
323,47;0
323,48;0
323,49;0
323,5;0
323,51;0
323,52;0
323,53;0
323,54;0
323,55;0
323,56;0
323,57;0
323,58;0
323,59;0
323,6;0
323,61;0
323,62;0
323,63;0
323,64;0
323,65;0
323,66;0
323,67;0
323,68;0
323,69;0
323,7;0
323,71;0
323,72;0
323,73;0
323,74;0
323,75;0
323,76;0
323,77;0
323,78;0
323,79;0
323,8;0
323,81;0
323,82;0
323,83;0
323,84;0
323,85;0
323,86;0
323,87;0
323,88;0
323,89;0
323,9;0
323,91;0
323,92;0
323,93;0
323,94;0
323,95;0
323,96;0
323,97;0
323,98;0
323,99;0
324;0
324,01;0
324,02;0
324,03;0
324,04;0
324,05;0
324,06;0
324,07;0
324,08;0
324,09;0
324,1;0
324,11;0
324,12;0
324,13;0
324,14;0
324,15;0
324,16;0
324,17;0
324,18;0
324,19;0
324,2;0
324,21;0
324,22;0
324,23;0
324,24;0
324,25;0
324,26;0
324,27;0
324,28;0
324,29;0
324,3;0
324,31;0
324,32;0
324,33;0
324,34;0
324,35;0
324,36;0
324,37;0
324,38;0
324,39;0
324,4;0
324,41;0
324,42;0
324,43;0
324,44;0
324,45;0
324,46;0
324,47;0
324,48;0
324,49;0
324,5;0
324,51;0
324,52;0
324,53;0
324,54;0
324,55;0
324,56;0
324,57;0
324,58;0
324,59;0
324,6;0
324,61;0
324,62;0
324,63;0
324,64;0
324,65;0
324,66;0
324,67;0
324,68;0
324,69;0
324,7;0
324,71;0
324,72;0
324,73;0
324,74;0
324,75;0
324,76;0
324,77;0
324,78;0
324,79;0
324,8;0
324,81;0
324,82;0
324,83;0
324,84;0
324,85;0
324,86;0
324,87;0
324,88;0
324,89;0
324,9;0
324,91;0
324,92;0
324,93;0
324,94;0
324,95;0
324,96;0
324,97;0
324,98;0
324,99;0
325;0
325,01;0
325,02;0
325,03;0
325,04;0
325,05;0
325,06;0
325,07;0
325,08;0
325,09;0
325,1;0
325,11;0
325,12;0
325,13;0
325,14;0
325,15;0
325,16;0
325,17;0
325,18;0
325,19;0
325,2;0
325,21;0
325,22;0
325,23;0
325,24;0
325,25;0
325,26;0
325,27;0
325,28;0
325,29;0
325,3;0
325,31;0
325,32;0
325,33;0
325,34;0
325,35;0
325,36;0
325,37;0
325,38;0
325,39;0
325,4;0
325,41;0
325,42;0
325,43;0
325,44;0
325,45;0
325,46;0
325,47;0
325,48;0
325,49;0
325,5;0
325,51;0
325,52;0
325,53;0
325,54;0
325,55;0
325,56;0
325,57;0
325,58;0
325,59;0
325,6;0
325,61;0
325,62;0
325,63;0
325,64;0
325,65;0
325,66;0
325,67;0
325,68;0
325,69;0
325,7;0
325,71;0
325,72;0
325,73;0
325,74;0
325,75;0
325,76;0
325,77;0
325,78;0
325,79;0
325,8;0
325,81;0
325,82;0
325,83;0
325,84;0
325,85;0
325,86;0
325,87;0
325,88;0
325,89;0
325,9;0
325,91;0
325,92;0
325,93;0
325,94;0
325,95;0
325,96;0
325,97;0
325,98;0
325,99;0
326;0
326,01;0
326,02;0
326,03;0
326,04;0
326,05;0
326,06;0
326,07;0
326,08;0
326,09;0
326,1;0
326,11;0
326,12;0
326,13;0
326,14;0
326,15;0
326,16;0
326,17;0
326,18;0
326,19;0
326,2;0
326,21;0
326,22;0
326,23;0
326,24;0
326,25;0
326,26;0
326,27;0
326,28;0
326,29;0
326,3;0
326,31;0
326,32;0
326,33;0
326,34;0
326,35;0
326,36;0
326,37;0
326,38;0
326,39;0
326,4;0
326,41;0
326,42;0
326,43;0
326,44;0
326,45;0
326,46;0
326,47;0
326,48;0
326,49;0
326,5;0
326,51;0
326,52;0
326,53;0
326,54;0
326,55;0
326,56;0
326,57;0
326,58;0
326,59;0
326,6;0
326,61;0
326,62;0
326,63;0
326,64;0
326,65;0
326,66;0
326,67;0
326,68;0
326,69;0
326,7;0
326,71;0
326,72;0
326,73;0
326,74;0
326,75;0
326,76;0
326,77;0
326,78;0
326,79;0
326,8;0
326,81;0
326,82;0
326,83;0
326,84;0
326,85;0
326,86;0
326,87;0
326,88;0
326,89;0
326,9;0
326,91;0
326,92;0
326,93;0
326,94;0
326,95;0
326,96;0
326,97;0
326,98;0
326,99;0
327;0
327,01;0
327,02;0
327,03;0
327,04;0
327,05;0
327,06;0
327,07;0
327,08;0
327,09;0
327,1;0
327,11;0
327,12;0
327,13;0
327,14;0
327,15;0
327,16;0
327,17;0
327,18;0
327,19;0
327,2;0
327,21;0
327,22;0
327,23;0
327,24;0
327,25;0
327,26;0
327,27;0
327,28;0
327,29;0
327,3;0
327,31;0
327,32;0
327,33;0
327,34;0
327,35;0
327,36;0
327,37;0
327,38;0
327,39;0
327,4;0
327,41;0
327,42;0
327,43;0
327,44;0
327,45;0
327,46;0
327,47;0
327,48;0
327,49;0
327,5;0
327,51;0
327,52;0
327,53;0
327,54;0
327,55;0
327,56;0
327,57;0
327,58;0
327,59;0
327,6;0
327,61;0
327,62;0
327,63;0
327,64;0
327,65;0
327,66;0
327,67;0
327,68;0
327,69;0
327,7;0
327,71;0
327,72;0
327,73;0
327,74;0
327,75;0
327,76;0
327,77;0
327,78;0
327,79;0
327,8;0
327,81;0
327,82;0
327,83;0
327,84;0
